index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
275,Fulton,RW07B,449,13,32,14,4,63,43,79,54,14,190,8,3,1,2,14,267,
276,Fulton,RW08,2429,139,561,350,6,1056,51,326,262,3,642,15,40,21,1,77,1775,
277,Fulton,RW09,4450,272,1403,677,1,2353,57,653,620,1,1331,30,61,51,1,143,3827,
278,Fulton,RW09A,1892,128,638,71,5,842,27,296,65,1,389,11,34,6,1,52,1283,
279,Fulton,RW10,3653,171,1086,427,5,1689,38,593,432,4,1067,35,67,32,3,137,2893,
280,Fulton,RW11A,2865,131,571,241,5,948,90,517,371,4,982,25,41,19,0,85,2015,
281,Fulton,RW12,3899,283,1113,533,3,1932,74,698,693,1,1466,19,52,42,0,113,3511,
282,Fulton,RW12A,2458,132,631,81,4,848,65,445,95,2,607,12,38,11,0,61,1516,
283,Fulton,RW13,3764,213,899,297,4,1413,113,817,414,4,1348,27,78,29,1,135,2896,
284,Fulton,RW16,2101,118,595,190,1,904,44,412,237,3,696,5,30,14,0,49,1649,
285,Fulton,RW17,3100,138,496,138,2,774,143,713,361,2,1219,27,63,20,1,111,2104,
286,Fulton,RW19,2147,121,675,214,1,1011,29,371,234,0,634,17,38,14,1,70,1715,
287,Fulton,RW20,2701,79,759,236,4,1078,35,621,307,3,966,10,50,18,0,78,2122,
288,Fulton,RW21,3362,92,1063,312,12,1479,61,596,331,8,996,9,61,29,1,100,2575,
289,Fulton,RW22A,4788,129,760,241,10,1140,181,1191,452,6,1830,21,77,22,1,121,3091,
290,Fulton,SC01A,41,0,3,0,0,3,2,39,7,0,48,0,1,0,0,1,52,
291,Fulton,SC01B,2088,8,25,8,4,45,116,1109,293,13,1531,4,18,5,0,27,1603,
292,Fulton,SC01C,2249,3,29,21,1,54,80,1031,448,8,1567,4,17,3,2,26,1647,
293,Fulton,SC02,1426,1,30,6,0,37,41,697,260,3,1001,0,9,7,0,16,1054,
294,Fulton,SC04,1080,51,100,41,1,193,59,308,132,5,504,6,15,4,1,26,723,
295,Fulton,SC05A,721,2,6,4,0,12,53,308,85,5,451,1,9,0,0,10,473,
296,Fulton,SC05B,3646,8,48,27,0,83,174,1725,474,8,2381,6,30,9,0,45,2509,
297,Fulton,SC05D,2808,7,44,17,0,68,177,1267,346,2,1792,8,16,7,0,31,1891,
298,Fulton,SC05E,688,8,31,30,0,69,33,246,114,3,396,5,3,3,0,11,476,
299,Fulton,SC07A,4506,42,203,85,0,330,219,1755,997,10,2981,5,35,17,1,58,3369,
300,Fulton,SC07C,41,0,1,2,0,3,1,8,1,0,10,0,0,0,0,0,13,
301,Fulton,SC07D,2038,11,33,8,1,53,123,827,84,3,1037,5,18,0,0,23,1113,
302,Fulton,SC08B,4096,22,40,27,1,90,244,1483,620,14,2361,21,39,11,0,71,2522,
303,Fulton,SC08C,91,0,0,0,0,0,6,46,17,0,69,0,0,0,0,0,69,
304,Fulton,SC08D,605,0,6,5,0,11,38,224,77,0,339,2,3,0,0,5,355,
305,Fulton,SC08E,724,1,5,1,1,8,53,292,63,3,411,4,10,0,0,14,433,
306,Fulton,SC08F,793,4,9,3,0,16,37,273,94,0,404,2,6,2,1,11,431,
307,Fulton,SC08G,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,
308,Fulton,SC08H,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
309,Fulton,SC09A,1865,6,20,9,1,36,168,511,221,9,909,12,11,3,0,26,971,
310,Fulton,SC09B,1920,10,24,14,0,48,115,703,354,2,1174,4,9,5,0,18,1240,
311,Fulton,SC09C,1852,12,16,10,1,39,166,519,280,1,966,13,8,4,0,25,1030,
312,Fulton,SC10,1912,11,19,6,0,36,144,410,179,7,740,7,9,5,2,23,799,
313,Fulton,SC11A,1656,9,17,10,3,39,138,523,254,20,935,3,12,2,1,18,992,
314,Fulton,SC11B,1691,11,18,8,0,37,104,517,306,6,933,3,14,4,0,21,991,
315,Fulton,SC13,2895,19,68,18,0,105,153,1295,406,5,1859,6,24,9,0,39,2003,
316,Fulton,SC14A,1030,4,13,1,0,18,59,308,97,0,464,5,9,4,0,18,500,
317,Fulton,SC15,4522,16,89,53,0,158,254,1938,788,6,2986,13,35,14,0,62,3206,
318,Fulton,SC15A,2482,12,24,3,0,39,124,1285,108,0,1517,1,15,1,0,17,1573,
319,Fulton,SC16A,5175,19,55,13,0,87,275,2399,866,0,3540,6,33,6,0,45,3672,
320,Fulton,SC17A,60,0,0,1,0,1,1,32,9,0,42,0,0,0,0,0,43,
321,Fulton,SC17B,10,0,1,0,0,1,0,1,0,3,4,0,0,0,0,0,5,
322,Fulton,SC17C,1293,11,21,4,0,36,63,476,188,0,727,4,10,5,0,19,782,
323,Fulton,SC18A,570,1,12,3,0,16,40,212,117,0,369,1,4,0,0,5,390,
324,Fulton,SC18B,915,1,14,6,0,21,39,442,159,0,640,1,12,1,0,14,675,
325,Fulton,SC18C,2100,6,37,18,0,61,72,983,411,0,1466,2,15,1,0,18,1545,
326,Fulton,SC19A,213,1,1,4,0,6,3,86,42,1,132,2,1,0,0,3,141,
327,Fulton,SC19B,1628,2,14,15,1,32,132,417,206,9,764,7,12,3,0,22,818,
328,Fulton,SC20,2562,5,48,5,3,61,105,1438,364,25,1932,2,18,1,3,24,2017,
329,Fulton,SC211,1828,8,37,13,0,58,96,805,287,0,1188,4,9,10,0,23,1269,
330,Fulton,SC212,4244,14,78,38,1,131,251,1657,589,11,2508,7,40,6,1,54,2693,
331,Fulton,SC23A,3854,24,37,19,0,80,314,1094,623,10,2041,14,19,10,1,44,2165,
332,Fulton,SC23B,558,3,5,10,0,18,48,164,108,2,322,5,4,2,0,11,351,
333,Fulton,SC23C,2606,14,33,8,0,55,196,850,389,2,1437,7,13,5,0,25,1517,
334,Fulton,SC27,2361,11,22,9,0,42,142,708,461,0,1311,4,13,8,0,25,1378,
335,Fulton,SC29A,3154,16,40,10,0,66,250,917,533,9,1709,13,14,8,1,36,1811,
336,Fulton,SC30A,157,1,1,0,0,2,2,44,59,7,112,2,0,0,2,4,118,
337,Fulton,SC30B,1110,7,14,6,0,27,52,346,145,0,543,2,7,2,0,11,581,
338,Fulton,SS01,4846,233,1350,570,2,2155,49,798,647,3,1497,18,56,34,0,108,3760,
339,Fulton,SS02A,1206,30,227,101,0,358,26,290,182,5,503,7,18,14,0,39,900,
340,Fulton,SS02B,1318,28,155,55,1,239,41,383,172,4,600,9,23,12,0,44,883,
341,Fulton,SS03,1577,75,327,107,3,512,32,392,221,1,646,10,21,8,0,39,1197,
342,Fulton,SS04,3763,134,556,231,11,932,118,966,515,10,1609,30,47,25,1,103,2644,
343,Fulton,SS05,1853,99,465,186,3,753,24,414,284,1,723,11,36,17,0,64,1540,
344,Fulton,SS06,1667,53,421,179,28,681,26,342,233,30,631,7,27,16,2,52,1364,
345,Fulton,SS07A,1254,31,289,193,1,514,12,252,157,0,421,4,7,6,0,17,952,
346,Fulton,SS07B,793,23,126,69,0,218,31,185,103,1,320,1,14,4,0,19,557,
347,Fulton,SS07C,809,16,140,82,5,243,12,99,130,10,251,6,6,8,1,21,515,
348,Fulton,SS08A,1891,85,233,66,8,392,90,540,195,7,832,9,22,11,1,43,1267,
349,Fulton,SS08B,696,17,165,79,0,261,14,139,111,0,264,1,15,4,0,20,545,
350,Fulton,SS08C,716,23,92,38,0,153,13,187,119,0,319,2,8,3,0,13,485,
351,Fulton,SS08D,1555,51,210,89,0,350,52,392,196,0,640,3,15,9,0,27,1017,
352,Fulton,SS09A,3193,172,814,430,0,1416,46,528,480,0,1054,10,34,15,0,59,2529,
353,Fulton,SS09B,3611,125,1028,412,3,1568,44,675,516,1,1236,7,45,28,0,80,2884,
354,Fulton,SS11A,4026,147,586,264,2,999,186,959,458,9,1612,15,56,20,0,91,2702,
355,Fulton,SS11B,1412,39,166,51,0,256,76,331,178,1,586,3,23,7,0,33,875,
356,Fulton,SS11C,361,5,22,4,0,31,28,99,23,1,151,0,7,5,0,12,194,
357,Fulton,SS11D,397,19,100,39,0,158,6,83,60,0,149,0,6,2,0,8,315,
358,Fulton,SS12,2897,123,614,308,5,1050,60,614,395,6,1075,13,34,25,0,72,2197,
359,Fulton,SS13A,2103,85,454,147,1,687,66,433,232,3,734,11,32,17,0,60,1481,
360,Fulton,SS13B,1278,49,290,62,0,401,40,318,116,1,475,6,11,9,0,26,902,
361,Fulton,SS14,1412,83,491,164,1,739,9,221,149,0,379,8,16,7,0,31,1149,
362,Fulton,SS15A,2756,63,141,40,1,245,200,742,254,5,1201,13,26,6,0,45,1491,
363,Fulton,SS15B,1730,86,199,69,0,354,113,419,161,2,695,16,26,12,0,54,1103,
364,Fulton,SS16,2116,93,582,252,4,931,22,360,328,1,711,10,36,15,1,62,1704,
365,Fulton,SS17,3686,192,775,339,7,1313,129,713,431,7,1280,16,42,18,1,77,2670,
366,Fulton,SS18A,657,40,161,66,0,267,10,135,108,0,253,1,8,3,0,12,532,
367,Fulton,SS18B,241,14,56,19,1,90,2,49,42,0,93,0,2,1,0,3,186,
368,Fulton,SS19A,3299,59,340,107,6,512,133,907,350,9,1399,17,48,12,0,77,1988,
369,Fulton,SS19B,2342,49,290,115,35,489,82,671,266,62,1081,6,41,11,6,64,1634,
370,Fulton,SS20,2404,60,299,112,4,475,122,537,289,6,954,9,34,20,2,65,1494,
371,Fulton,SS22,2834,92,376,233,0,701,108,498,338,3,947,15,31,16,0,62,1710,
372,Fulton,SS26,3824,44,245,88,5,382,211,1112,333,8,1664,19,58,16,5,98,2144,
373,Fulton,SS29A,2842,130,434,214,5,783,83,698,363,2,1146,9,56,16,0,81,2010,
374,Fulton,SS31,1703,50,332,143,0,525,39,398,243,0,680,6,32,13,0,51,1256,
375,Fulton,UC01A,4234,18,58,19,0,95,299,1154,335,13,1801,19,36,6,0,61,1957,
376,Fulton,UC01B,428,0,4,0,2,6,35,133,29,4,201,3,5,0,0,8,215,
377,Fulton,UC01D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378,Fulton,UC01E,512,1,11,4,0,16,39,261,70,0,370,3,1,0,0,4,390,
379,Fulton,UC02A,5609,20,71,43,1,135,302,2128,1119,16,3565,18,34,13,1,66,3766,
380,Fulton,UC02B,32,1,5,0,0,6,2,9,3,0,14,0,0,0,0,0,20,
381,Fulton,UC02C,3614,16,74,14,1,105,130,1177,121,13,1441,7,28,8,1,44,1590,
382,Fulton,UC031,2745,19,85,114,1,219,148,622,398,25,1193,6,20,10,0,36,1448,
383,Fulton,UC032,393,5,15,16,0,36,16,127,75,1,219,2,4,0,0,6,261,
